university,course_name,annual_fees,admission_mode,duration
Pennsylvania Polytechnic,M.Sc Data Science,24433,Entrance/GRE,1 or 2 years
University of North Carolina,MBA / Master of Business,51362,GMAT/GRE/Entrance,1 or 2 years
University of North Carolina,M.Sc Data Science,36715,Entrance/GRE,1 or 2 years
University of North Carolina,B.Sc Physics,21770,Merit Based,3 or 4 years
University of North Carolina,Medical Degree / MD,54010,Entrance Exam,5+ years
Michigan Polytechnic,Medical Degree / MD,56827,Entrance Exam,5+ years
Michigan Polytechnic,B.Sc Physics,14686,Merit Based,3 or 4 years
Michigan Polytechnic,MS Artificial Intelligence,27557,Entrance Exam/Merit,1 or 2 years
University of Los Angeles,M.Sc Data Science,36366,Entrance/GRE,1 or 2 years
University of Los Angeles,MS Artificial Intelligence,30342,Entrance Exam/Merit,1 or 2 years
University of Los Angeles,Medical Degree / MD,77243,Entrance Exam,5+ years
Ohio Institute of Technology,M.Sc Data Science,29896,Entrance/GRE,1 or 2 years
Ohio Institute of Technology,B.Sc Physics,22069,Merit Based,3 or 4 years
Ohio Institute of Technology,BBA / Business Administration,16058,Merit Based,3 or 4 years
Ohio Institute of Technology,B.A. Economics,26228,Merit Based,3 or 4 years
Pennsylvania State University,B.Sc Physics,14350,Merit Based,3 or 4 years
Pennsylvania State University,M.Sc Data Science,30840,Entrance/GRE,1 or 2 years
Pennsylvania State University,MBA / Master of Business,39791,GMAT/GRE/Entrance,1 or 2 years
Pennsylvania State University,Medical Degree / MD,37529,Entrance Exam,5+ years
Massachusetts A&M,B.A. Economics,13941,Merit Based,3 or 4 years
Massachusetts A&M,MBA / Master of Business,51678,GMAT/GRE/Entrance,1 or 2 years
Massachusetts A&M,B.Sc Computer Science,28833,Entrance Exam/Merit,3 or 4 years
Florida A&M,MBA / Master of Business,34506,GMAT/GRE/Entrance,1 or 2 years
Florida A&M,B.Sc Computer Science,20024,Entrance Exam/Merit,3 or 4 years
Florida A&M,B.A. Economics,21633,Merit Based,3 or 4 years
Florida A&M,M.Sc Data Science,28819,Entrance/GRE,1 or 2 years
Chicago State University,MBA / Master of Business,28109,GMAT/GRE/Entrance,1 or 2 years
Chicago State University,B.Sc Computer Science,22758,Entrance Exam/Merit,3 or 4 years
Chicago State University,M.Sc Data Science,31723,Entrance/GRE,1 or 2 years
Chicago State University,Medical Degree / MD,52894,Entrance Exam,5+ years
Chicago State University,BBA / Business Administration,23272,Merit Based,3 or 4 years
University of Massachusetts,B.A. Economics,16602,Merit Based,3 or 4 years
University of Massachusetts,MS Artificial Intelligence,21415,Entrance Exam/Merit,1 or 2 years
University of Massachusetts,MBA / Master of Business,30732,GMAT/GRE/Entrance,1 or 2 years
University of Massachusetts,M.Sc Data Science,34842,Entrance/GRE,1 or 2 years
University of Massachusetts,B.Sc Computer Science,19417,Entrance Exam/Merit,3 or 4 years
Denver Institute of Technology,MBA / Master of Business,58331,GMAT/GRE/Entrance,1 or 2 years
Denver Institute of Technology,MS Artificial Intelligence,28784,Entrance Exam/Merit,1 or 2 years
Denver Institute of Technology,BBA / Business Administration,24635,Merit Based,3 or 4 years
Denver Institute of Technology,B.A. Economics,25125,Merit Based,3 or 4 years
Denver Institute of Technology,B.Sc Physics,14112,Merit Based,3 or 4 years
Los Angeles Polytechnic,B.Sc Physics,17900,Merit Based,3 or 4 years
Los Angeles Polytechnic,B.Sc Computer Science,19924,Entrance Exam/Merit,3 or 4 years
Los Angeles Polytechnic,BBA / Business Administration,20328,Merit Based,3 or 4 years
Los Angeles Polytechnic,MS Artificial Intelligence,27818,Entrance Exam/Merit,1 or 2 years
Dallas State University,Medical Degree / MD,73269,Entrance Exam,5+ years
Dallas State University,MS Artificial Intelligence,40415,Entrance Exam/Merit,1 or 2 years
Dallas State University,B.Sc Physics,18705,Merit Based,3 or 4 years
Dallas State University,B.A. Economics,19664,Merit Based,3 or 4 years
Michigan Institute of Technology,MBA / Master of Business,26711,GMAT/GRE/Entrance,1 or 2 years
Michigan Institute of Technology,BBA / Business Administration,22908,Merit Based,3 or 4 years
Michigan Institute of Technology,MS Artificial Intelligence,20762,Entrance Exam/Merit,1 or 2 years
Michigan Institute of Technology,B.A. Economics,24684,Merit Based,3 or 4 years
Boston A&M,B.Sc Computer Science,33600,Entrance Exam/Merit,3 or 4 years
Boston A&M,M.Sc Data Science,24305,Entrance/GRE,1 or 2 years
Boston A&M,MBA / Master of Business,57666,GMAT/GRE/Entrance,1 or 2 years
Boston A&M,Medical Degree / MD,69906,Entrance Exam,5+ years
Boston A&M,B.A. Economics,19463,Merit Based,3 or 4 years
Boston Polytechnic,Medical Degree / MD,46622,Entrance Exam,5+ years
Boston Polytechnic,M.Sc Data Science,20233,Entrance/GRE,1 or 2 years
Boston Polytechnic,B.Sc Physics,14259,Merit Based,3 or 4 years
Boston Polytechnic,B.A. Economics,19954,Merit Based,3 or 4 years
Florida Polytechnic,BBA / Business Administration,29848,Merit Based,3 or 4 years
Florida Polytechnic,B.Sc Computer Science,21382,Entrance Exam/Merit,3 or 4 years
Florida Polytechnic,B.Sc Physics,12284,Merit Based,3 or 4 years
Florida Polytechnic,MS Artificial Intelligence,43424,Entrance Exam/Merit,1 or 2 years
Florida Polytechnic,B.A. Economics,14376,Merit Based,3 or 4 years
Georgia A&M,M.Sc Data Science,35626,Entrance/GRE,1 or 2 years
Georgia A&M,BBA / Business Administration,22187,Merit Based,3 or 4 years
Georgia A&M,MBA / Master of Business,29253,GMAT/GRE/Entrance,1 or 2 years
University of Texas,M.Sc Data Science,21094,Entrance/GRE,1 or 2 years
University of Texas,B.Sc Physics,13442,Merit Based,3 or 4 years
University of Texas,MS Artificial Intelligence,32827,Entrance Exam/Merit,1 or 2 years
University of Texas,MBA / Master of Business,50709,GMAT/GRE/Entrance,1 or 2 years
California A&M,MS Artificial Intelligence,34507,Entrance Exam/Merit,1 or 2 years
California A&M,BBA / Business Administration,21702,Merit Based,3 or 4 years
California A&M,Medical Degree / MD,46481,Entrance Exam,5+ years
New Jersey Institute of Technology,Medical Degree / MD,55856,Entrance Exam,5+ years
New Jersey Institute of Technology,B.Sc Computer Science,33329,Entrance Exam/Merit,3 or 4 years
New Jersey Institute of Technology,MS Artificial Intelligence,25360,Entrance Exam/Merit,1 or 2 years
New Jersey Institute of Technology,MBA / Master of Business,41821,GMAT/GRE/Entrance,1 or 2 years
New Jersey Institute of Technology,B.Sc Physics,20541,Merit Based,3 or 4 years
New Jersey Polytechnic,BBA / Business Administration,18028,Merit Based,3 or 4 years
New Jersey Polytechnic,B.A. Economics,16913,Merit Based,3 or 4 years
New Jersey Polytechnic,M.Sc Data Science,22489,Entrance/GRE,1 or 2 years
Phoenix A&M,MS Artificial Intelligence,22935,Entrance Exam/Merit,1 or 2 years
Phoenix A&M,B.A. Economics,21709,Merit Based,3 or 4 years
Phoenix A&M,MBA / Master of Business,58043,GMAT/GRE/Entrance,1 or 2 years
Phoenix A&M,B.Sc Computer Science,29753,Entrance Exam/Merit,3 or 4 years
Ohio A&M,BBA / Business Administration,20937,Merit Based,3 or 4 years
Ohio A&M,MS Artificial Intelligence,36024,Entrance Exam/Merit,1 or 2 years
Ohio A&M,Medical Degree / MD,45536,Entrance Exam,5+ years
Ohio A&M,M.Sc Data Science,21750,Entrance/GRE,1 or 2 years
Ohio A&M,B.A. Economics,12163,Merit Based,3 or 4 years
North Carolina A&M,B.Sc Physics,21036,Merit Based,3 or 4 years
North Carolina A&M,MBA / Master of Business,52822,GMAT/GRE/Entrance,1 or 2 years
North Carolina A&M,BBA / Business Administration,15763,Merit Based,3 or 4 years
North Carolina A&M,B.Sc Computer Science,27093,Entrance Exam/Merit,3 or 4 years
North Carolina A&M,Medical Degree / MD,47285,Entrance Exam,5+ years
North Carolina Polytechnic,B.Sc Computer Science,28126,Entrance Exam/Merit,3 or 4 years
North Carolina Polytechnic,B.Sc Physics,22251,Merit Based,3 or 4 years
North Carolina Polytechnic,MS Artificial Intelligence,28693,Entrance Exam/Merit,1 or 2 years
Seattle Institute of Technology,MBA / Master of Business,49644,GMAT/GRE/Entrance,1 or 2 years
Seattle Institute of Technology,BBA / Business Administration,19806,Merit Based,3 or 4 years
Seattle Institute of Technology,B.Sc Physics,16995,Merit Based,3 or 4 years
Illinois A&M,M.Sc Data Science,24453,Entrance/GRE,1 or 2 years
Illinois A&M,MBA / Master of Business,45150,GMAT/GRE/Entrance,1 or 2 years
Illinois A&M,BBA / Business Administration,21459,Merit Based,3 or 4 years
Illinois A&M,Medical Degree / MD,58559,Entrance Exam,5+ years
Philadelphia A&M,BBA / Business Administration,17133,Merit Based,3 or 4 years
Philadelphia A&M,B.A. Economics,18544,Merit Based,3 or 4 years
Philadelphia A&M,MBA / Master of Business,35627,GMAT/GRE/Entrance,1 or 2 years
Houston A&M,M.Sc Data Science,28344,Entrance/GRE,1 or 2 years
Houston A&M,B.A. Economics,16998,Merit Based,3 or 4 years
Houston A&M,B.Sc Computer Science,30175,Entrance Exam/Merit,3 or 4 years
Houston A&M,Medical Degree / MD,57745,Entrance Exam,5+ years
University of Washington D.C.,Medical Degree / MD,68669,Entrance Exam,5+ years
University of Washington D.C.,B.Sc Physics,17324,Merit Based,3 or 4 years
University of Washington D.C.,M.Sc Data Science,26114,Entrance/GRE,1 or 2 years
University of Washington D.C.,MS Artificial Intelligence,31973,Entrance Exam/Merit,1 or 2 years
University of Washington D.C.,B.Sc Computer Science,22513,Entrance Exam/Merit,3 or 4 years
Ohio Polytechnic,BBA / Business Administration,20142,Merit Based,3 or 4 years
Ohio Polytechnic,Medical Degree / MD,47505,Entrance Exam,5+ years
Ohio Polytechnic,B.A. Economics,17068,Merit Based,3 or 4 years
Washington Polytechnic,BBA / Business Administration,19763,Merit Based,3 or 4 years
Washington Polytechnic,M.Sc Data Science,29632,Entrance/GRE,1 or 2 years
Washington Polytechnic,MS Artificial Intelligence,36201,Entrance Exam/Merit,1 or 2 years
Texas Polytechnic,MBA / Master of Business,44064,GMAT/GRE/Entrance,1 or 2 years
Texas Polytechnic,BBA / Business Administration,25318,Merit Based,3 or 4 years
Texas Polytechnic,Medical Degree / MD,55617,Entrance Exam,5+ years
Texas Polytechnic,B.A. Economics,24776,Merit Based,3 or 4 years
Texas Polytechnic,MS Artificial Intelligence,30861,Entrance Exam/Merit,1 or 2 years
Chicago A&M,B.A. Economics,16666,Merit Based,3 or 4 years
Chicago A&M,B.Sc Physics,24356,Merit Based,3 or 4 years
Chicago A&M,M.Sc Data Science,25748,Entrance/GRE,1 or 2 years
Chicago A&M,MBA / Master of Business,33598,GMAT/GRE/Entrance,1 or 2 years
Chicago A&M,BBA / Business Administration,20914,Merit Based,3 or 4 years
Arizona Institute of Technology,Medical Degree / MD,79063,Entrance Exam,5+ years
Arizona Institute of Technology,B.A. Economics,25225,Merit Based,3 or 4 years
Arizona Institute of Technology,B.Sc Computer Science,23792,Entrance Exam/Merit,3 or 4 years
Chicago Institute of Technology,Medical Degree / MD,59651,Entrance Exam,5+ years
Chicago Institute of Technology,B.Sc Physics,18041,Merit Based,3 or 4 years
Chicago Institute of Technology,M.Sc Data Science,22724,Entrance/GRE,1 or 2 years
Denver Polytechnic,B.A. Economics,23128,Merit Based,3 or 4 years
Denver Polytechnic,B.Sc Physics,21301,Merit Based,3 or 4 years
Denver Polytechnic,Medical Degree / MD,37685,Entrance Exam,5+ years
Houston Polytechnic,B.Sc Computer Science,23578,Entrance Exam/Merit,3 or 4 years
Houston Polytechnic,M.Sc Data Science,21034,Entrance/GRE,1 or 2 years
Houston Polytechnic,MS Artificial Intelligence,42543,Entrance Exam/Merit,1 or 2 years
Houston Polytechnic,Medical Degree / MD,66409,Entrance Exam,5+ years
Houston Polytechnic,BBA / Business Administration,20420,Merit Based,3 or 4 years
Texas Institute of Technology,MBA / Master of Business,53928,GMAT/GRE/Entrance,1 or 2 years
Texas Institute of Technology,MS Artificial Intelligence,21522,Entrance Exam/Merit,1 or 2 years
Texas Institute of Technology,Medical Degree / MD,66375,Entrance Exam,5+ years
Texas Institute of Technology,B.Sc Physics,16029,Merit Based,3 or 4 years
Texas Institute of Technology,B.A. Economics,16173,Merit Based,3 or 4 years
Los Angeles State University,B.Sc Physics,19034,Merit Based,3 or 4 years
Los Angeles State University,MS Artificial Intelligence,27377,Entrance Exam/Merit,1 or 2 years
Los Angeles State University,B.A. Economics,16783,Merit Based,3 or 4 years
Los Angeles State University,Medical Degree / MD,55481,Entrance Exam,5+ years
Los Angeles State University,MBA / Master of Business,35405,GMAT/GRE/Entrance,1 or 2 years
Tokyo Metropolitan University,M.Sc Data Science,19900,MEXT/EJU,1 or 2 years
Tokyo Metropolitan University,B.Sc Computer Science,14349,MEXT/EJU,3 or 4 years
Tokyo Metropolitan University,B.A. Economics,8839,MEXT/EJU,3 or 4 years
Tokyo Metropolitan University,B.Sc Physics,11199,MEXT/EJU,3 or 4 years
Nagoya Institute of Technology,B.Sc Physics,10635,MEXT/EJU,3 or 4 years
Nagoya Institute of Technology,MS Artificial Intelligence,11336,MEXT/EJU,1 or 2 years
Nagoya Institute of Technology,M.Sc Data Science,18467,MEXT/EJU,1 or 2 years
Sapporo Women's University,B.A. Economics,12427,MEXT/EJU,3 or 4 years
Sapporo Women's University,MBA / Master of Business,15644,MEXT/EJU,1 or 2 years
Sapporo Women's University,M.Sc Data Science,16866,MEXT/EJU,1 or 2 years
Sapporo Women's University,B.Sc Computer Science,10043,MEXT/EJU,3 or 4 years
Sapporo Women's University,Medical Degree / MD,28903,MEXT/EJU,5+ years
Saitama Metropolitan University,B.Sc Physics,8096,MEXT/EJU,3 or 4 years
Saitama Metropolitan University,M.Sc Data Science,12961,MEXT/EJU,1 or 2 years
Saitama Metropolitan University,BBA / Business Administration,13430,MEXT/EJU,3 or 4 years
Saitama Metropolitan University,B.A. Economics,12547,MEXT/EJU,3 or 4 years
Saitama Metropolitan University,Medical Degree / MD,26684,MEXT/EJU,5+ years
Kobe Gakuin University,MBA / Master of Business,27490,MEXT/EJU,1 or 2 years
Kobe Gakuin University,B.A. Economics,7574,MEXT/EJU,3 or 4 years
Kobe Gakuin University,Medical Degree / MD,22134,MEXT/EJU,5+ years
Kobe Gakuin University,MS Artificial Intelligence,13041,MEXT/EJU,1 or 2 years
Nagoya Imperial University,Medical Degree / MD,24114,MEXT/EJU,5+ years
Nagoya Imperial University,MBA / Master of Business,12681,MEXT/EJU,1 or 2 years
Nagoya Imperial University,B.Sc Physics,8471,MEXT/EJU,3 or 4 years
Chiba Metropolitan University,BBA / Business Administration,10749,MEXT/EJU,3 or 4 years
Chiba Metropolitan University,B.Sc Computer Science,9881,MEXT/EJU,3 or 4 years
Chiba Metropolitan University,B.Sc Physics,11799,MEXT/EJU,3 or 4 years
Chiba Metropolitan University,M.Sc Data Science,12138,MEXT/EJU,1 or 2 years
Tokyo International University,M.Sc Data Science,9182,MEXT/EJU,1 or 2 years
Tokyo International University,B.A. Economics,9738,MEXT/EJU,3 or 4 years
Tokyo International University,B.Sc Physics,9593,MEXT/EJU,3 or 4 years
Tokyo International University,MBA / Master of Business,22630,MEXT/EJU,1 or 2 years
Kitakyushu Gakuin University,MS Artificial Intelligence,10509,MEXT/EJU,1 or 2 years
Kitakyushu Gakuin University,B.Sc Computer Science,11043,MEXT/EJU,3 or 4 years
Kitakyushu Gakuin University,B.A. Economics,9383,MEXT/EJU,3 or 4 years
Kitakyushu Gakuin University,M.Sc Data Science,18530,MEXT/EJU,1 or 2 years
Kitakyushu Gakuin University,BBA / Business Administration,13486,MEXT/EJU,3 or 4 years
Sapporo Metropolitan University,BBA / Business Administration,7607,MEXT/EJU,3 or 4 years
Sapporo Metropolitan University,Medical Degree / MD,23692,MEXT/EJU,5+ years
Sapporo Metropolitan University,M.Sc Data Science,16985,MEXT/EJU,1 or 2 years
Sapporo Metropolitan University,B.A. Economics,11430,MEXT/EJU,3 or 4 years
Fukuoka Metropolitan University,Medical Degree / MD,23784,MEXT/EJU,5+ years
Fukuoka Metropolitan University,BBA / Business Administration,8436,MEXT/EJU,3 or 4 years
Fukuoka Metropolitan University,B.Sc Computer Science,7960,MEXT/EJU,3 or 4 years
University of Saitama,Medical Degree / MD,26637,MEXT/EJU,5+ years
University of Saitama,B.Sc Computer Science,7862,MEXT/EJU,3 or 4 years
University of Saitama,MS Artificial Intelligence,14807,MEXT/EJU,1 or 2 years
Kyoto Women's University,B.Sc Computer Science,15063,MEXT/EJU,3 or 4 years
Kyoto Women's University,B.A. Economics,10167,MEXT/EJU,3 or 4 years
Kyoto Women's University,M.Sc Data Science,17328,MEXT/EJU,1 or 2 years
Kitakyushu Metropolitan University,M.Sc Data Science,9162,MEXT/EJU,1 or 2 years
Kitakyushu Metropolitan University,MBA / Master of Business,16592,MEXT/EJU,1 or 2 years
Kitakyushu Metropolitan University,BBA / Business Administration,12524,MEXT/EJU,3 or 4 years
Kitakyushu Metropolitan University,Medical Degree / MD,27972,MEXT/EJU,5+ years
Hiroshima Institute of Technology,Medical Degree / MD,27166,MEXT/EJU,5+ years
Hiroshima Institute of Technology,MS Artificial Intelligence,18383,MEXT/EJU,1 or 2 years
Hiroshima Institute of Technology,MBA / Master of Business,17074,MEXT/EJU,1 or 2 years
Hiroshima Institute of Technology,B.Sc Computer Science,10206,MEXT/EJU,3 or 4 years
Hiroshima Institute of Technology,B.Sc Physics,7296,MEXT/EJU,3 or 4 years
